Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Hubei,China,1/31/2020 23:59,5806,204.0,141.0
Zhejiang,China,1/31/2020 23:59,538,,14.0
Guangdong,China,1/31/2020 23:59,436,,11.0
Henan,China,1/31/2020 23:59,352,2.0,3.0
Hunan,China,1/31/2020 23:59,332,,2.0
Jiangxi,China,1/31/2020 23:59,240,,7.0
Anhui,China,1/31/2020 23:59,237,,3.0
Chongqing,China,1/31/2020 23:59,211,,1.0
Shandong,China,1/31/2020 23:59,184,,2.0
Sichuan,China,1/31/2020 23:59,177,1.0,1.0
Jiangsu,China,1/31/2020 23:59,168,,5.0
Beijing,China,1/31/2020 23:59,139,1.0,5.0
Shanghai,China,1/31/2020 23:59,135,1.0,9.0
Fujian,China,1/31/2020 23:59,120,,
Guangxi,China,1/31/2020 23:59,87,,2.0
Shaanxi,China,1/31/2020 23:59,87,,
Yunnan,China,1/31/2020 23:59,83,,1.0
Hebei,China,1/31/2020 23:59,82,1.0,
Heilongjiang,China,1/31/2020 23:59,59,2.0,
Hainan,China,1/31/2020 23:59,52,1.0,1.0
Liaoning,China,1/31/2020 23:59,48,,1.0
Shanxi,China,1/31/2020 23:59,39,,1.0
Tianjin,China,1/31/2020 23:59,32,,
Guizhou,China,1/31/2020 23:59,29,,2.0
Gansu,China,1/31/2020 23:59,29,,
Ningxia,China,1/31/2020 23:59,21,,
Inner Mongolia,China,1/31/2020 23:59,20,,1.0
Xinjiang,China,1/31/2020 23:59,17,,
Jilin,China,1/31/2020 23:59,14,,1.0
Hong Kong,Hong Kong,1/31/2020 23:59,12,,
Taiwan,"Taiwan, Province of China",1/31/2020 23:59,10,,
Qinghai,China,1/31/2020 23:59,8,,
Macau,Macao,1/31/2020 23:59,7,,
Tibet,China,1/31/2020 23:59,1,,
,Thailand,1/31/2020 23:59,19,,5.0
,Japan,1/31/2020 23:59,15,,1.0
,Singapore,1/31/2020 23:59,13,,
,"Korea, Republic of",1/31/2020 23:59,11,,
,Malaysia,1/31/2020 23:59,8,,
,France,1/31/2020 23:59,5,,
Bavaria,Germany,1/31/2020 23:59,5,,
New South Wales,Australia,1/31/2020 23:59,4,,2.0
,United Arab Emirates,1/31/2020 23:59,4,,
Victoria,Australia,1/31/2020 23:59,3,,
Illinois,United States,1/31/2020 23:59,2,,
California,United States,1/31/2020 23:59,2,,
,Viet Nam,1/31/2020 23:59,2,,
Ontario,Canada,1/31/2020 23:59,2,,
Queensland,Australia,1/31/2020 23:59,2,,
,Italy,1/31/2020 23:59,2,,
,Ukraine,1/31/2020 23:59,2,,
,Russian Federation,1/31/2020 23:59,2,,
Washington,United States,1/31/2020 23:59,1,,
Arizona,United States,1/31/2020 23:59,1,,
,Nepal,1/31/2020 23:59,1,,
British Columbia,Canada,1/31/2020 23:59,1,,
,Cambodia,1/31/2020 23:59,1,,
,Sri Lanka,1/31/2020 23:59,1,,
,Finland,1/31/2020 23:59,1,,
,Philippines,1/31/2020 23:59,1,,
,India,1/31/2020 23:59,1,,
,Sweden,1/31/2020 23:59,1,,
